Pull Request Number,Title,Merged,Time to Merge,Comments,Review Comments,Lines of Code Changed
308,LANG-1366 : Add Feature for No ClassName and MultiLine StringStyle,No,,6,11,185
307,Fix TypeUtils.parameterize to work correctly with narrower-typed array,No,,3,0,12
306,.travis: add IBM JDK 8,No,,2,0,3
305,Remove unnecessary testing comments,No,,2,0,39
304,Fix DateUtilsTest to work reliably on Java 9,No,,4,0,415
303,doc: remove escape SQL references from javadoc,No,,2,0,5
302,Remove ObjectUtils' trailing white spaces,Yes,03:52:41,3,0,6
301,Clean up EventUtilsTest,Yes,22:28:33,5,1,42
300,Improve StringUtils#replace throughput,No,,4,0,4
299,Add module-info for Java 9,No,,37,9,210
298,Add an instanceof test in the implementation of equals(Object obj).,No,,4,0,2
297,Add a rule of Locale.ENGLISH to String.toUpperCase() method.,No,,11,1,13
296,LANG-1355: Add FastTimeZone to decrease TimeZone.getTimezone latency,No,,4,12,431
295,ExtendedMessageFormatTest integers,No,,6,0,4
294,Added indexesOf method,No,,3,2,32
293,Char utils test,No,,2,0,15
292,LANG-1348 - StackOverflowError on TypeUtils.toString,No,,2,0,52
291,LANG-1348 - StackOverflowError on TypeUtils.toString,No,,0,0,0
290,Added string methods,No,,2,1,29
289,Boolean comparisons in CharRange,No,,2,0,4
288,Fix typo stateme->statement,No,,2,0,2
287,Clean up findbugs exclusions for old XYZRange classes,No,,2,0,28
286,LANG-1352 EnumUtils.getEnumIgnoreCase and isValidEnumIgnoreCase methods added,No,,3,0,93
285,make checkstyle config more portable (no maven coupling),Yes,22:31:53,10,0,5
284,remove redundant modifiers (support recent checkstyle versions),No,,2,0,4
283,LANG-1350: Fix varargs array invokeConstructor,No,,3,0,21
282,"SwappedPair constructed as Pair.of(rhs,lhs)",No,,6,0,2
281,LANG-1372: Add ToStringSummary annotation,No,,3,0,88
280,.travis.yml: add oraclejdk9,No,,4,0,7
279,Fraction debug printings,No,,4,0,3
278,Lang-1345 Enhance non-empty strings,No,,7,16,168
277,run maven defaultGoal from Travis,No,,4,0,2
276,IntelliJ IDEA refactorings,No,,1,0,150
275,[LANG-1339]: deprecate circuit breakers and replace java.beans.PropertyListener by a Consumer<State>,No,,11,3,1417
274,Fix ExceptionUtils#getStackFrame(String) javadoc,No,,3,0,2
273,add lastIndexOfAnyChar method just like indexOfAny,No,,6,3,113
272,Replaced test with verify,No,,3,0,2
271,LANG-1340: Add ibmjdk8 support for travis-ci,No,,3,0,7
270,LANG-1338: Add Automatic-Module-Name MANIFEST entry for Java 9 compatibility.,Yes,23:13:33,2,0,14
269,LANG-1337: Fix test failures in IBM JDK 8 for ToStringBuilderTest by specifying the ArrayList initial capacity.,Yes,20:14:29,5,7,6
268,.travis.yml: add oraclejdk9,No,,8,0,3
267,LANG-1326 - Fixed isAllEmpty and isAllBlank,No,,3,0,23
266,docs - fixed faulty samples of isNoneEmpty/isNoneBlank,Yes,"1 day, 15:08:49",2,0,11
265,LANG-1325: Increase test coverage of ToStringBuilder class to 100%,Yes,"1 day, 20:30:39",4,0,239
264,HashSetvBitSetTest diamond operator,No,,3,0,2
263,Use String#contains where possible,No,,2,0,88
262,Findbugs in Travis CI,No,,2,0,41
261,"LANG-1317 Adds MethodUtils#findAnnotation and extend MethodUtils#getMethodsWithAnnotation for non-public, super-class and interface methods",No,,23,1,318
260,Fixed javadoc of MutableBoolean setTrue / setFalse,No,,2,0,4
259,LANG-1167: Add null filter to ReflectionToStringBuilder,Yes,"32 days, 19:05:39",4,0,283
258,LANG-1300: Added documentation,Yes,"1 day, 22:18:34",2,0,271
257,Apply checkstyle to test sources,No,,7,0,239
256,fix for LANG-1310,No,,5,5,65
255,LANG-1316: Deprecate classes/methods moved to commons-text,No,,8,0,153
254,Add checkstyle to the CI,No,,6,5,46
253,Added a restart method for convenience,No,,4,0,15
252,[LANG-1314] Fix javadoc creation on with Java 8,No,,5,0,26
251,LANG-1300: Change CharSequenceUtils to support supplementary characters,Yes,"12 days, 6:47:55",23,0,621
250,LANG-1300: Convert CharSequence to String for int-methods in StringUtils,No,,5,0,27
249,Checkstyle for long literals,No,,2,0,1
248,Longs,No,,6,0,96
247,JUnit imports,No,,1,0,2
246,DateUtilsTest asserts,No,,3,0,13
245,Use foreach,No,,6,0,34
244,LANG-1265: Build failures when building with Java 9 EA,No,,1,0,11
243,Fix JsonToStringStyleTest.NestingPerson javadoc,No,,2,0,2
242,"Fix FastDateParser#getStrategy(char, int, Calendar) javadoc",No,,3,0,2
241,Fix spacing between enum constants,No,,2,0,7
240,Remove redundant semicolons from enums,No,,2,5,6
239,LANG-1312: LocaleUtils#toLocale does not support language followed by…,No,,5,0,11
238,Validate's String.format without arguments,No,,8,0,8
237,(doc) Use the full alphabet for the well-known example text.,Yes,00:36:54,5,0,12
236,Use StringBuilders instead of StringBuffers for local variables,No,,1,0,10
235,Remove redundant casts,No,,4,0,382
234,ObjectUtilsTest: collapse empty catch blocks,Yes,01:52:57,2,0,8
233,Fix a few broken @literal tags,No,,3,0,12
232,Fix a number of Javadoc typos,No,,2,0,88
231,Evaluate Architecure,No,,49,25,497
230,Copy-paste error in testIsAsciiPrintable_char,No,,2,0,2
229,"Update RELEASE-NOTES.txt - typo ""vom""",No,,2,0,2
228,Increase test coverage,Yes,"21 days, 13:36:54",1,0,129
227,Improve test covarage,Yes,"2 days, 11:05:02",2,0,202
226,[LANG-1308] Move CvsTranslators out of StringEscapeUtils and make them DRY,No,,3,0,262
225,[LANG-1307] - Add getDigits method to StringUtils,No,,2,0,47
224,[LANG-1306] Add nullToEmpty method in StringUtils,No,,4,0,35
223,[LANG-1304] StringUtils method to check for mixed case in string,No,,5,9,64
222,LANG-1303 : Escape HTML characters once,No,,3,0,238
221,Add IsAllEmpty and isAllBlank methods,No,,12,0,79
220,Fix javadoc for isAnyNotEmpty,No,,2,0,2
219,LANG-341: Add number to byte array methods to org.apache.commons.lang3.Conversion,No,,13,0,4463
218,Fix/different annotations test,No,,3,0,3
217,LANG-1290: Increase test coverage of org.apache.commons.lang3.ArrayUtils class,No,,12,0,521
216,Fix non-critical typos in comments and JavaDoc,Yes,10:25:44,2,0,130
215,Separate test cases by a new line.,No,,2,0,230
214,Fix typos in comments and javadoc.,Yes,00:21:10,1,0,38
213,LANG-1288: Add a builder to StringEscapeUtils,No,,2,8,67
212,[LANG-1285] Replicate the fix for LANG-1186,No,,2,0,12
211, Fixed possible infinite loop in random of RandomStringUtils,No,,7,0,23
210,LANG-1067: Add a reflection-based variant of DiffBuilder,No,,4,0,271
209,LANG-1164: allow ToStringStyle to omitNulls,No,,5,1,50
208,LANG-1066: Add shell/XSI escape/unescape support,No,,3,6,151
207,LANG-1274: StrSubstitutor should state its thread safety,No,,1,0,1
206,StringUtils: mention in javadoc that Character#isWhitespace(char) def…,No,,1,0,22
205,LANG-1281: Javadoc of StringUtils.ordinalIndexOf is contradictory,No,,10,0,8
204,LANG-1268: Add methods for comparing numbers/compareables against eac…,No,,1,0,811
203,LANG-740: Implementation of a Memomizer,No,,1,0,328
202,LANG-1034: Recursive and reflective EqualsBuilder,No,,8,0,298
201,LANG-1143: StringUtils should use toXxxxCase(int) rather than toXxxxC…,No,,2,0,74
200,LANG-1276,No,,3,0,6
199,LANG-1258: Add ArrayUtils#toStringArray(Object[]) method,No,,15,1,78
198,LANG-1269: Wrong name or result of StringUtils#getJaroWinklerDistance,No,,4,0,79
197,ObjectUtils::xorNull added,No,,6,0,32
196,"site: Nav, javadoc now says GIT latest as opposed to SVN latest",Yes,05:32:21,3,0,2
195,LANG-1160 StringUtils.abbreviate() to support 'custom ellipses' parameter,No,,2,0,212
194,"add isAllBlank,isNotAllBlank method for String ""null""   is also blank",No,,7,0,38
193,Add isAnyNotEmpty() and isAnyNotBlank() to StringUtils,No,,7,3,97
192,"Lang 1255: Add DateUtils.toCalendar(Date, TimeZone) and 4 unit tests",Yes,"11 days, 5:25:42",6,18,40
191,ToStringExcludeNullValue,No,,6,0,100
190,Lang 1134,No,,1,0,1462
189,new impl of LevenshteinDistance,No,,11,4,48
188,LANG-1266 Add alphabet converter,No,,3,0,501
187,LANG-1263 Add possibility to retrieve the current JavaVersion,No,,5,1,69
186,"LANG-1252: rename isNumber, isCreatable. Accommodate for java 6 ""+"" handing.",Yes,15:59:49,9,3,190
185,Fix ReflectionToStringBuilder toString javadoc,Yes,01:19:59,3,0,2
184,Correct replacing 160 in normalizeSpace,No,,4,0,9
183,LANG-1261: ArrayUtils#contains ArrayUtils#indexOf should compare obje…,Yes,"25 days, 22:37:33",3,0,20
182,Add maven dependency for JMH framework.,No,,17,1,70
181,Adding test cases for StringUtils.equals methods to cover LANG-1162/LANG-1239 etc,No,,4,0,22
180,LANG-1251: SerializationUtils.ClassLoaderAwareObjectInputStream should use static initializer to initialize primitiveTypes map.,No,,2,0,23
179,LANG-1023,Yes,"60 days, 12:56:08",4,3,154
178,Removing test redundant for org.apache.commons.lang3.builder.DefaultToStringStyleTest.testObjectArray,No,,1,0,2
177,Removing test redundant for org.apache.commons.lang3.builder.DefaultToStringStyleTest.testLongArrayArray,No,,1,0,2
176,Removing test redundant for org.apache.commons.lang3.StringUtilsTest.testIsNotEmpty,No,,1,0,2
175,Removing test redundant for org.apache.commons.lang3.StringUtilsTest.testIsEmpty,No,,2,0,2
174,[LANG-1250] SerializationUtils::deserialize has unnecessary code and a comment for that,No,,2,0,4
173,Removing test redundant for org.apache.commons.lang3.builder.DefaultToStringStyleTest.testObjectArray,No,,1,0,2
172,Removing test redundant for org.apache.commons.lang3.builder.DefaultToStringStyleTest.testLongArrayArray,No,,1,0,2
171,Removing test redundant for org.apache.commons.lang3.ClassUtilsTest.testWrapperToPrimitiveNoWrapper,No,,6,0,2
170,Added RandomUtils#nextBoolean() method,No,,2,0,8
169,LANG-1248 FastDatePrinter Memory allocation regression,No,,3,0,66
168,LANG-1247 FastDatePrinter generates Date objects wastefully,No,,1,0,8
167,Fix typo in toMap javadoc,Yes,02:56:45,2,0,2
166,Fix typo in documentation of Range#isEndedBy,No,,1,0,2
165,update javadoc for DateParser and DatePrinter,No,,1,0,18
164,Fixing testTSVEmpty to use getTSVInstance instead of getCSVInstance,No,,1,0,4
163,LANG-1197: Prepare Java 9 detection,Yes,"103 days, 20:13:02",11,1,125
162,Merge pull request #2 from apache/master,No,,0,0,0
161,Merge pull request #1 from apache/master,No,,1,0,0
160,Eliminate redundant calculation of isDecimalPoint.,No,,1,0,2
159,Fix commented out nsub in EntityArray,No,,2,0,4
158,LANG-1190: TypeUtils.isAssignable throws NullPointerException when fr…,No,,1,0,21
157,LANG-1224: Extend RandomStringUtils with methods that generate string…,No,,6,0,248
156,LANG-1018: Fix precision loss on NumberUtils.createNumber(String),No,,3,0,30
155,"LANG-1214 Handle ""void"" in ClassUtils.getClass()",No,,1,0,23
154,LANG-1225: Add RandomStringUtils#randomGraph and #randomPrint which m…,No,,1,0,40
153,LANG-1236: Add StopWatch#getTime with String Format Argument,No,,1,0,60
152,LANG-1223: Add StopWatch#getTime(TimeUnit),No,,5,0,76
151,LANG-1233: DiffBuilder add method to allow appending from a DiffResult,No,,4,1,3
150,LANG-1226: StringUtils#normalizeSpace does not trim the string anymore,No,,0,0,4
149,LANG-901: StringUtils#startsWithAny/endsWithAny is case sensitive - documented as case insensitive,No,,0,0,51
148,LANG-1199: Incorrect implementation of StringUtils#getJaroWinklerDist…,No,,1,0,185
147,LANG-1206: improve CharSetUtils.squeeze() performance,No,,1,0,23
146,LANG-787: Add StringUtils#removeIgnoreCase,Yes,"126 days, 17:20:24",0,0,339
145,LANG-1168: Add SystemUtils.IS_OS_WINDOWS_10 property,No,,1,0,13
144,LANG-1176: Improve ArrayUtils removeElements time complexity to O(n),No,,1,0,145
143,LANG-1230 Remove unnecessary synchronization,No,,1,0,44
142,LANG-1229 Performance regression in HashCodeBuilder,No,,2,0,142
141,Lang 1195: Enhance MethodUtils to allow invocation of private methods,No,,19,6,262
140,Branch for 4.x - will attempt to autosync from trunk,No,,0,0,0
139,[LANG-1228] Prefer Throwable.getCause() in ExceptionUtils.getCause(),No,,3,0,69
138,LANG-1218 EqualsBuilder.append is too large,No,,0,0,18
137,Adding to StringUtils truncate method and test cases,No,,9,2,292
136,Adding unwrap and unwrapFull methods to StringUtils,No,,6,1,591
135,Add tests for some missed branches in StringUtils,No,,1,0,34
134,Fix some typos in Javadoc,No,,1,0,16
133,Add tests for missed branches in DateUtils,No,,3,0,52
132,Add tests with a better comparator,No,,0,0,19
131,Fix typo in API docs,No,,2,0,2
130,[LANG-1205] NumberUtils.createNumber() behaves inconsistently with Nu…,No,,1,0,28
129,Fix typo on appendIfMissing javadoc,No,,5,0,10
128,Formatting ArrayUtils,No,,1,0,72
127,General cleanup,No,,18,0,135
126,LANG-1210 Fixed JavaDoc,No,,1,0,2
125,Fix for incorrect comment on StringUtils.containsIgnoreCase method,No,,3,0,16
124,StrSubstitutor can preserve escapes,Yes,04:12:03,2,0,48
123,Added a new property IS_OS_MAC_OSX_EL_CAPITAN in SystemUtils,No,,1,0,17248
122,Add method to DiffBuilder to allow appending from a DiffResult.,No,,6,0,65
121,DiffBuilder: Add null check on fieldName when appending Object or Object[],No,,5,0,7
120,modify note at line 1230,No,,1,0,2
119,Optimize the code.,No,,3,0,11
118,Optimization of getLevenshteinDistance with a threshold,No,,2,0,5
117,LANG-1186 Fix NullPointerException in FastDateParser$TimeZoneStrategy,Yes,"27 days, 10:12:23",0,0,7
116,"Moving the clone inside removeAll(Object,int...);Object per LANG-1178",No,,1,0,37
115,Fix indexOfIgnoreCase javadoc and provide test for fixed example,No,,1,0,3
114,LANG-1182: adding clarifying examples to StringUtils#containsAny javadoc,Yes,"7 days, 21:25:36",0,0,18
113,LANG-1184: StringUtils#normalizeSpace no longer normalizes unicode no…,No,,9,2,0
112,LANG-1175: removed ant-based build,Yes,"129 days, 14:15:23",4,5,548
111,Add sugar to RandomIUtils,Yes,"5 days, 1:22:21",4,0,88
110,LANG-1171 Add null safe compare methods in StringUtils :,Yes,"18 days, 4:49:31",1,0,262
109,Added equalsAny() and equalsAnyIgnoreCase() methods to StringUtils.,Yes,"64 days, 12:12:19",3,0,102
108,LANG-781 Added methods to ObjectUtils class to check for null element…,No,,8,0,71
107,LANG-1155 - String unwrap capability,No,,1,0,102
106,LANG-1155,No,,0,0,102
105,[LANG-1120] Bugfix: StringUtils#stripAccents Ł and ł.,No,,3,0,17
104,Changes in Capitalize methods in WordUtils class.,No,,2,0,0
103,LANG-1146 Add helper method to SystemUtils.java for zOS identification,No,,9,0,57
102,Changes in Capitalize methods in WordUtils class.,No,,3,0,0
101,random length strings within range,No,,7,1,286
100,random length strings within range,No,,0,0,286
99,fix LANG-1151,No,,2,0,10694
98,Ability to throw checked exceptions without declaring them,No,,23,5,65
97,LANG-1147 : Fix EnumUtils *BitVector issue with more than 32 values Enums,No,,0,0,59
96,refactor FastDateParser,Yes,"26 days, 0:00:59",0,0,768
95,Implementations of the circuit breaker pattern related to LANG-1085,No,,4,0,1505
94,RFC: provide support for generating random length strings within an inclusive range,No,,2,4,36
93,"fix StringUtils.ordinalIndexOf(""aaaaaa"", ""aa"", 2) == 3",No,,4,1,20
92,LANG-1139: Add null safe methods in StringUtils to replace by regular…,Yes,"151 days, 15:39:38",1,0,161
91,[LANG-1138]add a static method to create a started stopwatch,No,,2,0,23
90,LANG-779 Provide a StrBuilder-based or StringBuilder-based ToStringBuilder,No,,1,0,358
89,LANG-1115 Add support for varargs in method utils,No,,3,0,427
88,Added new addListener method that allows checking for duplicate listeners.,Yes,13:06:27,2,0,41
87,Lang 1134,No,,7,12,1462
86,Fix issue 1122,Yes,09:54:46,1,0,500
85,ReflectionToStringBuilder doesn't throw IllegalArgumentException when the constructor's object param is null,Yes,"1 day, 15:15:06",3,1,29
84,"@SuppressWarnings(""deprecation"") to joinWith, because it uses the",Yes,"1 day, 17:50:47",4,2,4
83,remove compiler warnings from ThreadUtils,Yes,"1 day, 20:30:36",3,3,6
82,remove compiler warnings of joinWith tests,Yes,"1 day, 20:16:17",2,0,8
81,LANG-1135 - Add method containsAllWords to WordUtils,Yes,"2 days, 0:51:12",13,2,64
80,LANG-740 - Implementation of a Memomizer,No,,3,6,282
79,LANG-701 - Added new joinWith method to support varargs,Yes,21:12:48,3,0,59
78,Add ThreadUtils (2nd PR),Yes,21:36:33,5,8,844
77,"EqualsExlcude notation, HashCodeExclude notation and ToStringExludeNotat...",Yes,23:54:22,5,1,249
76,LANG-1127: Use JUnit rules to set and reset the default Locale and TimeZone,Yes,"4 days, 7:52:56",7,0,188
75,LANG-1124: Add StringUtils split by length methods,No,,4,9,229
74,fix JsonToStringStyle,Yes,"2 days, 18:44:49",6,3,102
73,"#LAN-1114 fixes bug in TypeUtils.equals(WildcardType, Type)",Yes,21:40:00,2,0,13
72," LANG-1118: Fix StringUtils.repeat(char, int)",No,,3,0,11
71,"LANG-1119: Add StringUtils.rotate(String, int)",No,,1,0,62
70,Update DateUtils.java,No,,3,0,18
69,"LANG-1119: Add StringUtils.rotate(String, int)",No,,4,0,71
68,"LANG-1118 Fix StringUtils.repeat(char, int)",No,,3,0,11
67,fix JsonToStringStyle,No,,3,0,45
66,fix JsonToStringStyle,No,,1,0,45
65,#LANG-1114 TypeUtils.equals is broken for WildcardType,No,,5,2,160319
64,Update DateUtils.java,No,,4,0,2
63,Lang 740 - Memoizer implementation,No,,9,0,282
62,README.md - avoid 404 links,No,,1,0,6
61,Add ThreadUtils,No,,25,24,831
60,LANG-794: Use os.name only when determining Windows versions,No,,3,0,38
59,LANG-821: Added all Mac OS X versions to date,No,,3,6,134
58,LANG-1091 fixes shutdown of ExecutorPools used in Tests.,No,,3,0,57
57,Fixes JavaDoc of LANG-1093,No,,0,0,6
56,Some minor fixup of LANG-935.,No,,0,0,44
55,Update maven-checkstyle-plugin to 2.14,No,,1,0,2
54,Update org.easymock:easymock to 3.3.1,No,,2,0,2
53,Update maven-pmd-plugin to 3.4,No,,1,0,2
52,Update maven-antrun-plugin to 1.8,No,,1,0,2
51,LANG-990 support appending CharBuffer and use specialized methods,No,,0,0,90
50,LANG-935 optimize lookup of translations by LookupTranslator,No,,0,0,85
49,LANG-877 removes unnecessary string allocation and improves hex writing.,No,,0,0,47
48,LANG-1093 - Add ClassUtils.getAbbreviatedName(),No,,0,0,117
47,swap and shift for arrays,No,,9,30,1919
46,Remove busy wait,No,,4,0,350
45,Replace the busy wait from AtomicSafeInitializer with an alternate method that eliminates wasted CPU cycles,No,,3,1,28
44,LANG-1082: Add ability to disable DiffBuilder trivially equal test in constructor.,No,,1,2,86
43,LANG-1055: StrLookup.systemPropertiesLookup() not singleton.,No,,1,0,72
42,Casts used to pass unit tests on JDK 1.6.0_18.,No,,0,0,4
41,Lang 1081 - DiffBuilder left.equals(right),No,,4,15,56
40,add NoClassNameToStringStyle implementation of ToStringStyle,No,,7,0,180
39,LANG-1065 Added new 'merge' method to DateUtils and three tests,No,,3,0,66
38,LANG-701 Added new joinWith method to support varargs,No,,15,6,67
37,add RandomEnumUtils to operate with random instances of enum types,No,,7,2,36
36,Replace string,No,,4,4,67
35,Avoid memory allocation when using date formating to StringBuffer.,No,,3,0,18
34,Multiline recursive to string style,No,,9,1,479
33,LANG-1050 Generic nullToEmpty method,No,,0,0,64
32,Lang-536,No,,0,0,516
31,LANG-1050 Added new generic emptyToNull array method,No,,1,0,169
30,Fix test case. Internally the test case is using Class.getMethods() whic...,No,,3,0,7
29,Annotation @ToStringExclude,No,,8,8,208
27,Reimplemented normalize space,No,,3,0,34
26,Adding the new JsonToStringStyle to ToStringStyle,No,,12,16,2613
25,Adding unwrap and unwrapFull methods to StringUtils,No,,6,0,613
24,Adding to StringUtils truncate method and test cases,No,,5,1,164
23,Adding the maxVA and minVA methods to NumberUtils and test methods,No,,11,0,1675
22,Fixing NumberUtils JAVADoc comments for max methods,No,,0,0,12
21,Add wrap (with String or char) to StringUtils,No,,6,0,108
20,Add fuzzy String matching logic to StringUtils,No,,17,0,110
19,Fix LANG-948,No,,1,0,51
18,Fix bug with stripping spaces on last line in WordUtils.wrap(),No,,1,0,12
17,add NoClassNameToStringStyle implementation of ToStringStyle,No,,0,5,180
16,add isNull and isNotNull methods,No,,3,0,40
15,Add escapeXml10 and escapeXml11,No,,4,2,259
14,"LANG-936: Handle Integer.MAX_VALUE edge condition in getLevenshteinDistance(String, String, int)",No,,3,0,10
13,Update ImmutablePair to be not final,No,,1,0,2
12,added the new JsonToStringStyle,No,,11,0,106
11,[LANG-763] Reintroduce DateUtils.UTC_TIME_ZONE constant:,No,,2,0,253
10,Hash code builder,No,,8,0,37
9,Lang 4 x,No,,3,0,47
8,Adding .gitignore to commons-lang,No,,6,0,12
7,[LANG-903] Trunk - ToStringStyle typos and XML implementation,No,,3,0,134
6,update BooleanUtils.toBoolean(String str) javadoc to reflect changes ,No,,0,0,14
5,Fix a Octal bug.,No,,5,0,4
4,"StringUtils#repeat(char,int) has arguments in in reverse order in javadoc examples",No,,1,0,6
3,"LANG-848: Added isAnyBlank, isNoneBlank, isAnyEmpty, isNoneEmpty",No,,9,2,182
2,Update src/main/java/org/apache/commons/lang3/SystemUtils.java,No,,1,0,12
1,Add a Triple tuple class analog to the Pair.,No,,11,0,751
