Pull Request Number,Title,Merged,Time to Merge,Comments,Review Comments,Comment Messages,Review Messages,Lines of Code Changed
598,Bump commons-parent from 51 to 52,Yes,"1 day, 8:21:41",1,0,[],[],2
597,Bump junit-pioneer from 0.7.0 to 0.8.0,Yes,6:49:48,1,0,[],[],2
596,Bump spotbugs from 4.0.6 to 4.1.1,Yes,7:39:17,1,0,[],[],2
595,Add method to remove all numbers from a String ,No,,6,4,"['1. if isBlank(str) should not return EMPTY, but return str itself.\r\n2. maybe using a hand-write loop will be faster than using regex. please do a benchmark.', 'Hello XenoAmess!\r\n\r\nMy English is unfortunately still intermediate, did you suggest that I do this validation manually?\r\n\r\nWas it something like that?\r\n\r\n```\r\npublic static String removeAllNumbers(String str) {\r\n        String result = """";\r\n        if(!isEmpty(str)) {\r\n          char[] array = str.toCharArray();\r\n          for(int i = 0 ; i < array.length; i++) {\r\n              if(!Character.isDigit(array[i])) {\r\n                result += array[i];\r\n              }\r\n          }\r\n          return result;\r\n        }\r\n        return str;\r\n}\r\n```', 'XenoAmess I am creating a new commit with this change. I also corrected the checkstyle. Could you review again?', ""@muriloalvesdev Hi.\r\nI re-reviewed this pr and have no more suggestions about the implementation.\r\nPlease open a JIRA ticket for this pr, and add the string of that ticket in front of the pr's name \r\n(example: https://github.com/apache/commons-lang/pull/524)\r\n\r\nNext step is waiting for some people who have merge access(means, Committer) to review this pr, and see if we should merge this.\r\n\r\n""]","['', '', '', '']",43
594,Bump checkstyle from 8.34 to 8.35,Yes,"4 days, 7:17:06",1,0,[],[],2
593,Bump spotbugs-maven-plugin from 4.0.0 to 4.0.4,Yes,23:17:30,3,0,[],[],2
592,Bump biz.aQute.bndlib from 5.1.1 to 5.1.2,Yes,23:57:43,2,0,[],[],2
591,Bump jmh.version from 1.21 to 1.23,No,,1,0,[],[],2
590,Bump exec-maven-plugin from 1.6.0 to 3.0.0,Yes,"620 days, 0:14:59",3,0,[],[],2
589,Bump junit-pioneer from 0.6.0 to 0.7.0,Yes,"1 day, 1:04:44",3,0,[],[],2
588,Bump actions/checkout from v1 to v2.3.1,Yes,"1 day, 0:50:33",1,0,[],[],2
587,Enable Dependabot,Yes,0:06:29,0,0,[],[],10
586,"[LANG-1592] Correct implementation of RandomUtils.nextLong(long, long)",Yes,"2 days, 0:23:42",1,0,[],[],50
585,Remove redudant argument from substring call,Yes,3:56:30,6,0,[],[''],21
584,Removing uncessary unboxing at several places,No,,2,0,[],[],48
583,[LANG-1544] Fixes null pointer exception in distance method in MethodUtils,No,,5,3,"['Objects#isNull is meant to be used with lambdas, use a `==` test here instead.', 'I have updated the commit with suggested changes. Please have a look. thanks !', '@garydgregory Please review and merge if changes are correct']","['', '', '', 'Is there example user-side codes which can lead to NPE before this pr?']",4
582,Remove redundant parameter: str.length(),No,,6,0,[],[],2
581,ContextedException Javadoc add missing semicolon,Yes,"47 days, 18:59:24",1,0,[],[],4
580,Add StringUtils.startsWithIgnoreCase,No,,3,0,[],[],26
579,Speed up Travis build,No,,4,0,[],[],11
578,Improve reproducibility of generated JARs,No,,20,3,"['Note that this is improper syntax. The `-removeheaders` instruction is a comma delimited value. You should use:\r\n```\r\n<_removeheaders>Bnd-LastModified,Include-Resource</_removeheaders>\r\n```\r\ninstead.', 'But you are better off using `-noextraheaders: true` to remove `Bnd-LastModified` (and other build sensitive headers) from the manifest and leave the default for `-removedheaders` alone.', ""Cheers, I fixed the `<_removeheaders>` tag! Regarding the `-noextraheaders: true`, that's what in my first iteration of this PR (b67c7fd53137f43a8051b72df1fa046076c4a5eb), but it [has been suggested to keep the `Tool` header in place](https://github.com/apache/commons-lang/pull/578#issuecomment-656108076), hence the current version only removes `Bnd-LastModified` explicitly. I don't care either way, both solutions would work fine for my purposes.""]","['', '', '']",5
577,[LANG-1588] performance refine for StringUtils.center,No,,5,6,"[""Let's not add these kinds of separator. I usually prefer to keep the methods sorted in AB order so its simple and easy to find methods."", 'Why is this API typed to a `StringBuilder` instead of a `Appendable`?\r\nDo we need an `AppendableUtils`?', ""@garydgregory \r\nHi.\r\nI didn't ADD this seperator, but MOVE it to a better place.\r\nyou can see it append in a weird place in the original codes.\r\nIf you think it is better to delete it, then I'll be glad to delete it.\r\nI don't like ie either :)"", ""@garydgregory \r\n> Why is this API typed to a `StringBuilder` instead of a `Appendable`?\r\n\r\nYeah you are right. will do this change.\r\nwill aslo refine the javadoc of this function.\r\n\r\n> Do we need an `AppendableUtils`?\r\n\r\nDon't think so but I do think quite some of functions should be changed from build a string, and using it to build another string, and build another string, to build the whole string using StringBuilder, this one named `center` is a good example I think.\r\nI create this repeat function to reduce String creation.\r\nAnd I don't actually know if people really often use functions like this in real work.\r\n\r\n"", '> Why is this API typed to a `StringBuilder` instead of a `Appendable`?\r\n\r\n@garydgregory Oh I guess I found out why I didn;t use Appendable when create this function...\r\nAppendable.append can throw IOException, and we must catch it.\r\nThat might cause performance issue, so I just used StringBuilder instead.\r\nMaybe it is better to make this function private instead?\r\n\r\n', '@garydgregory resolved as deleted.']","['', '', '', '', '', '']",162
576,[LANG-1587] refine StringUtils.strip,No,,3,0,[],[],308
575,[LANG-1586] refine StringUtils.wrap,No,,3,0,[],[],308
574,[LANG-1585] refine performance of StringUtils.normalizeSpace,No,,4,0,[],[],209
573,[LANG-1584] Refine StringUtils.isNumericSpace,Yes,"159 days, 8:55:14",2,0,[],[],9
572,[LANG-1583] refine StringUtils.isMixedCase ,No,,4,0,[],[],219
571,[LANG-1582] refine StringUtils.indexOfDifference ,No,,3,0,[],[],18
570,[LANG-1581] refine StringUtils.getFuzzyDistance,No,,2,0,[],[],12
569,[LANG-1580] Refine StringUtils.deleteWhitespace,Yes,"159 days, 10:57:33",2,0,[],[],3
568,[LANG-1579] refine StringUtils.convertRemainingAccentCharacters,No,,2,0,[],[],6
567,[LANG-1578] refine StringUtils.compare,No,,3,0,[],[],212
566,[LANG-1577] refine StringUtils.chop,No,,3,0,[],[],166
565,[LANG-1576] refine StringUtils.chomp,No,,18,25,"['This is not what the benchmark is doing.', 'You should return String from all your benchmark methods. Otherwise there is nothing to prevent the JVM from not running your chomp methods as the result is discarded. If you return the chomped String then the JMH framework will consume it thus forcing the JVM to run the method.', ""These test2 method use a 100,000 * 7 character string but only chomp it once. So you are not really testing anything but a chomp of a CR LF pair from the end of a 700,000 character string. So the benchmark time difference (from test1) is the time is for hitting a different memory cache level, and the runtime difference of the single length input string code path used in test1.\r\n\r\nNote you cannot continuously chomp the string in a loop as the method will get stuck at the '0' character and not shorten it. This test is measuring performance of the method, but perhaps not in the way you intended.\r\n\r\nIdeally you should have test for strings ending with:\r\n\r\n- CR\r\n- LF\r\n- CR + LF\r\n- None of the above\r\n\r\nWith and without some preceding characters to hit the length 1 code path.\r\n\r\nYou then test the speed through all the execution paths.\r\n\r\nIf you want to avoid the CPU pipeline branch prediction from learning the branch to take for each of your code paths then you should build the different strings and chomp all of them in a single loop. Branch prediction will fall down when the size of the data is >2000 so you would need maybe 10000 random ending strings. These should be consumed by a JMH Blackhole to avoid the JVM from optimising out the calling of a no-effect method:\r\n\r\n```\r\nString[] data = ...;\r\n\r\n@Benchmark\r\npublic void testNew(Blackhole bh) {\r\n    for (final String s : data) {\r\n        bh.consume(chompNew(s));\r\n    }\r\n}\r\n```\r\n"", '@aherbert \r\n> This is not what the benchmark is doing.\r\n\r\nAh yes, this class is copied from HashSetvBitSetTest then modified.\r\nBut forgot to delete this doc by mistake :)\r\nwill delete it now.', '@aherbert \r\n> Otherwise there is nothing to prevent the JVM from not running your chomp methods as the result is discarded. \r\nIs there some material/document about this?\r\nI ask because seems I never observed this kind of thing happened...\r\n', 'The JVM is free to discard code that does nothing useful.\r\nhttps://stackoverflow.com/questions/4871550/how-can-i-be-sure-that-the-compiler-doesnt-optimize-away-my-performance-test', 'JMH samples talk about this, e.g.: https://hg.openjdk.java.net/code-tools/jmh/file/4a420afe8a9e/jmh-samples/src/main/java/org/openjdk/jmh/samples/JMHSample_08_DeadCode.java\r\nhttps://hg.openjdk.java.net/code-tools/jmh/file/tip/jmh-samples/src/main/java/org/openjdk/jmh/samples/', '@sebbASF @thc202 thanks. remaked the jmh test.', '@aherbert yes it is.', 'string6 will be the same as string5', 'The majority of these strings will not end with either CR (char 13) or LF (char 10). So you will not be chomping anything most of the time. I do not think that is what you want to test the performance of.', '> The majority of these strings will not end with either CR (char 13) or LF (char 10). So you will not be chomping anything most of the time. I do not think that is what you want to test the performance of.\r\n\r\nNo, it is exactly what I test for.\r\nI use test 1-6 to show its performance with parameter who ends with \\r or \\n, and use this test s to show its performance with parameter who ends with other chars.', '> string6 will be the same as string5\r\n\r\nmy bad. I thought string5 would be ""\\r\\n"" and 6 be ""\\n"", maybe I made a mistake.', 'The code you are testing is not very complex. Thus you need not do 25 runs of 10s each. Your execution time for the method is in the 2.5 nanosecond range. So running for 1 second it will run a few million times. I would add this to the annotations:\r\n```\r\n@Warmup(iterations = 5, time = 1, timeUnit = TimeUnit.SECONDS)\r\n@Measurement(iterations = 5, time = 1, timeUnit = TimeUnit.SECONDS)\r\n@Fork(value = 1, jvmArgs = { ""-server"", ""-Xms128M"", ""-Xmx128M"" })\r\n```\r\nThen look at the JMH output. If the variance of the runtimes is low then OK. If you cannot get a stable timing result then increase the iteration test time above 1 second.\r\n', '```java\r\n// Different code paths with no chomp\r\nprivate static final String string1 = """";\r\nprivate static final String string2 = ""a"";\r\nprivate static final String string3 = ""aa"";\r\n\r\n// Single char chomp\r\nprivate static final String string4 = ""\\r"";\r\nprivate static final String string5 = ""\\n"";\r\n\r\n// Multi-char chomp\r\nprivate static final String string6 = ""\\r\\n"";\r\nprivate static final String string7 = ""a\\n"";\r\nprivate static final String string8 = ""a\\r"";\r\nprivate static final String string9 = ""a\\r\\n"";\r\n```\r\nThat should be all code paths.', 'OK. Then you should comment each test to identify the intention, or better yet just name the test:\r\n\r\n```java\r\npublic String test1Old() {\r\npublic String test1New() {\r\npublic String test2Old() {\r\npublic String test2New() {\r\n```\r\nBecomes:\r\n```java\r\npublic String test_CR_Old() {\r\npublic String test_CR_New() {\r\npublic String test_SingleChar_Old() {\r\npublic String test_SingleChar_New() {\r\n```\r\n\r\nFrom you latest results I would guess the 6% performance improvement for strings with nothing to chomp is probably due to not requiring a String.substring call to return a new instance. That has value.\r\n', ""@aherbert \r\nI'm new to jmh and have no ideas what args should be set in normal test cases like this.\r\nThanks for you guide. will retry with these settings. \r\n"", '@aherbert\r\n> OK. Then you should comment each test to identify the intention, or better yet just name the test:\r\n> \r\n> ```java\r\n> public String test1Old() {\r\n> public String test1New() {\r\n> public String test2Old() {\r\n> public String test2New() {\r\n> ```\r\n> \r\n> Becomes:\r\n> \r\n> ```java\r\n> public String test_CR_Old() {\r\n> public String test_CR_New() {\r\n> public String test_SingleChar_Old() {\r\n> public String test_SingleChar_New() {\r\n> ```\r\n\r\ngood idea. I will try to rename the tests.\r\n\r\n> From you latest results I would guess the 6% performance improvement for strings with nothing to chomp is probably due to not requiring a String.substring call to return a new instance. That has value.\r\n\r\nYes, I think most reasons be in String.substring. but String.substring do not create a new String instance when it using (0, length) in cases like this.\r\nStill it have some checkings in that String.substring function, that might be what it cost the 6%', 'In your naming convention this should be renamed as `test8_a_R_Old`. Same for the new test. However the `testX` prefix has no meaning. So I would drop it and go for something more useful:\r\n```\r\nnoChar_New/Old\r\nsingleChar_New/Old\r\nmultiChar_New/Old\r\nnoChar_CR_New/Old\r\nnoChar_LF_New/Old\r\nnoChar_CR_LF_New/Old\r\nsingleChar_CR_New/Old\r\nsingleChar_LF_New/Old\r\nsingleChar_CR_LF_New/Old\r\nrandomStrings_New/Old\r\n```\r\nLF = Line Feed = `\\n`\r\nCR = Carriage Return = `\\r`\r\n\r\nAlso the static strings should not be final. This is to prevent the JVM from inlining the entire routine. If the string is final then it knows the input will never change. Remove the final keyword and it cannot know the variable, so cannot optimise as much.\r\n\r\nGiven the large number of strings and methods this is cleaner if you use a JMH approach using a few `@State` classes. We can define the strings to chomp with an enum. JMH will create the state for the benchmark from all enum values if you use the enum with appropriate annotations. With this approach if you want to chomp another string then you just add a new value to the enum.\r\n\r\nHere is a more flexible version:\r\n\r\n```java\r\n    /** Define the strings to chomp. */\r\n    public enum ChompString {\r\n        CHAR0(""""),\r\n        CHAR0_CR(""\\r""),\r\n        CHAR0_LF(""\\n""),\r\n        CHAR0_CR_LF(""\\r\\n""),\r\n        CHAR1(""a""),\r\n        CHAR1_CR(""a\\r""),\r\n        CHAR1_LF(""a\\n""),\r\n        CHAR1_CR_LF(""a\\r\\n""),\r\n        CHAR2(""ab""),\r\n        CHAR2_CR(""ab\\r""),\r\n        CHAR2_LF(""ab\\n""),\r\n        CHAR2_CR_LF(""ab\\r\\n""),\r\n        ;\r\n\r\n        /** The string data. */\r\n        final String string;\r\n\r\n        /**\r\n         * Create an instance.\r\n         *\r\n         * @param string the string data\r\n         */\r\n        ChompString(String string) {\r\n            this.string = string;\r\n        }\r\n    }\r\n\r\n    /** The benchmark data to chomp. */\r\n    @State(Scope.Benchmark)\r\n    public static class ChompData {\r\n        /** The data to chomp. */\r\n        @Param\r\n        private ChompString data;\r\n\r\n        /**\r\n         * Gets the data.\r\n         *\r\n         * @return the data\r\n         */\r\n        public String getData() {\r\n            return data.string;\r\n        }\r\n    }\r\n\r\n    /** The chomp method to benchmark. */\r\n    @State(Scope.Benchmark)\r\n    public static class ChompMethod {\r\n        /** The method name. */\r\n        @Param({""old"", ""new""})\r\n        private String name;\r\n\r\n        /** The method. */\r\n        private UnaryOperator<String> method;\r\n\r\n        /**\r\n         * Gets the method.\r\n         *\r\n         * @return the method\r\n         */\r\n        public UnaryOperator<String> getMethod() {\r\n            return method;\r\n        }\r\n\r\n        /** Setup the chomp method. */\r\n        @Setup\r\n        public void setup() {\r\n            if (""old"".equals(name)) {\r\n                method = StringUtilsChompTest::chompOld;\r\n            } else {\r\n                method = StringUtilsChompTest::chompNew;\r\n            }\r\n        }\r\n    }\r\n\r\n    /**\r\n     * Benchmark a single chomp of a string.\r\n     *\r\n     * @param data the data\r\n     * @param method the method\r\n     * @return the chomped string\r\n     */\r\n    @Benchmark\r\n    public String singleString(ChompData data, ChompMethod method) {\r\n        return method.getMethod().apply(data.getData());\r\n    }\r\n```\r\n\r\nRun with: `mvn test -P benchmark -Dbenchmark=StringUtilsChompTest.singleString`\r\n\r\n```\r\nBenchmark                               (data)  (name)  Mode  Cnt   Score   Error  Units\r\nStringUtilsChompTest.singleString        CHAR0     old  avgt    5   3.136 ± 0.090  ns/op\r\nStringUtilsChompTest.singleString        CHAR0     new  avgt    5   3.184 ± 0.067  ns/op\r\nStringUtilsChompTest.singleString     CHAR0_CR     old  avgt    5   3.933 ± 0.308  ns/op\r\nStringUtilsChompTest.singleString     CHAR0_CR     new  avgt    5   4.090 ± 1.764  ns/op\r\nStringUtilsChompTest.singleString     CHAR0_LF     old  avgt    5   4.079 ± 1.656  ns/op\r\nStringUtilsChompTest.singleString     CHAR0_LF     new  avgt    5   3.852 ± 0.172  ns/op\r\nStringUtilsChompTest.singleString  CHAR0_CR_LF     old  avgt    5   8.591 ± 4.080  ns/op\r\nStringUtilsChompTest.singleString  CHAR0_CR_LF     new  avgt    5   8.593 ± 0.188  ns/op\r\nStringUtilsChompTest.singleString        CHAR1     old  avgt    5   3.753 ± 0.146  ns/op\r\nStringUtilsChompTest.singleString        CHAR1     new  avgt    5   3.893 ± 0.074  ns/op\r\nStringUtilsChompTest.singleString     CHAR1_CR     old  avgt    5  16.363 ± 4.415  ns/op\r\nStringUtilsChompTest.singleString     CHAR1_CR     new  avgt    5  14.285 ± 5.998  ns/op\r\nStringUtilsChompTest.singleString     CHAR1_LF     old  avgt    5  14.586 ± 0.152  ns/op\r\nStringUtilsChompTest.singleString     CHAR1_LF     new  avgt    5  14.427 ± 0.211  ns/op\r\nStringUtilsChompTest.singleString  CHAR1_CR_LF     old  avgt    5  14.573 ± 0.781  ns/op\r\nStringUtilsChompTest.singleString  CHAR1_CR_LF     new  avgt    5  15.104 ± 3.933  ns/op\r\nStringUtilsChompTest.singleString        CHAR2     old  avgt    5   4.000 ± 0.018  ns/op\r\nStringUtilsChompTest.singleString        CHAR2     new  avgt    5   4.226 ± 0.124  ns/op\r\nStringUtilsChompTest.singleString     CHAR2_CR     old  avgt    5  15.954 ± 8.352  ns/op\r\nStringUtilsChompTest.singleString     CHAR2_CR     new  avgt    5  14.033 ± 0.145  ns/op\r\nStringUtilsChompTest.singleString     CHAR2_LF     old  avgt    5  14.376 ± 0.097  ns/op\r\nStringUtilsChompTest.singleString     CHAR2_LF     new  avgt    5  18.650 ± 7.231  ns/op\r\nStringUtilsChompTest.singleString  CHAR2_CR_LF     old  avgt    5  14.535 ± 0.231  ns/op\r\nStringUtilsChompTest.singleString  CHAR2_CR_LF     new  avgt    5  14.436 ± 0.332  ns/op\r\n```\r\nHere there does not appear to be much difference between new and old. Note the outlier for `CHAR2_LF, new` with the high error. This should ideally be repeated. I was running other things on my workstation when this was running. Ideally I should have closed everything down, logged out and run from a terminal login. But I would not expect much change. The new method is not worse. However from the test on random strings we know it is faster:\r\n\r\n`mvn test -P benchmark -Dbenchmark=StringUtilsChompTest.randomStrings`\r\n\r\n```\r\nBenchmark                           (name)  Mode  Cnt      Score       Error  Units\r\nStringUtilsChompTest.randomStrings     old  avgt    5  97037.105 ± 27475.538  ns/op\r\nStringUtilsChompTest.randomStrings     new  avgt    5  85709.846 ± 37420.959  ns/op\r\n```\r\n\r\nSo the code in the PR is worthwhile.\r\n\r\n\r\n\r\n', 'PS.\r\n\r\nI would also drop the chompNew method from StringUtilsChompTest. To prove that the new method is faster just call StringUtils.chomp or the copied version from 3.11:\r\n\r\n```java\r\n@Setup\r\n        public void setup() {\r\n            if (""3.11"".equals(name)) {\r\n                method = StringUtilsChompTest::chomp_3_11;\r\n            } else {\r\n                method = StringUtils::chomp;\r\n            }\r\n        }\r\n```\r\nThen document the method in the test:\r\n\r\n```java\r\n    /**\r\n     * The chomp method from StringUtils version 3.11.\r\n     *\r\n     * @param str the string\r\n     * @return the chomped string\r\n     */\r\n    private static String chomp_3_11(final String str) {\r\n```\r\n\r\nIf anyone cares in the future to look at more optimisation then it would be easy to extend the benchmark.\r\n', 'PPS.\r\n\r\nAnother case we have not tried is a `null` string. Using the JMH approach you just add an enum value `NULL(null)` to `ChompString`.', 'The changes would be clearer if the original condition had been kept.', ""Better to use lastIdx-- here - don't make unnecessary changes"", ""> Better to use lastIdx-- here - don't make unnecessary changes\r\n\r\n@sebbASF OK"", '@aherbert \r\nThanks for the example.\r\nWill learn from it when writing other jmh tests.']","['At current this benchmark is not testing the differences between the methods in the manner recommended by JMH. The results for test1 and test2 for new and old methods are within the 99.9% confidence level for each and thus are inconclusive.\r\n\r\nI would improve the test to hit all code paths and ensure the result of the chomp method is used.\r\n', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",209
564,add passing varargs Supplier to ObjectUtils.getIfNull instead of Supplier single param,No,,5,0,[],[],54
563,[LANG-1575] refine StringUtils.capitalize,No,,3,0,[],[],211
562,[LANG-1574] Refine CharSequencesUtils.toCharArray,No,,14,0,[],[],505
561,[LANG-1543] Implemented feature of writing Maps into JSON,No,,2,0,[],[],116
560,[LANG-1572] green implementation CharSequenceUtils.indexOf,No,,9,9,"['No need for the ugly double while loop:\r\n```java\r\nfor (int i = start; i <= limit; i++) {\r\n    if (cs.charAt(i) == char0 && checkLaterThan1(cs, searchChar, len2, i)) {\r\n        return i;\r\n    }\r\n}\r\nreturn -1;\r\n```', '} else if (start > len1) {', ""@aherbert \r\nI do think it will run faster the way I wrote it...\r\nHowever you can prove me wrong, means your version be faster, or equal speed in jmh, with most cases, then I'm glad to refine it.\r\n"", ""@aherbert \r\n```\r\n    /**\r\n     * Returns the length of this character sequence.  The length is the number\r\n     * of 16-bit <code>char</code>s in the sequence.\r\n     *\r\n     * @return  the number of <code>char</code>s in this sequence\r\n     */\r\n    int length();\r\n```\r\n\r\nwell I'm not quite sure if there be some people implement the CharSequence interface with length() method return value < 0\r\n"", 'If writing code to cope with bad implementations for length then you should check if `len1` is negative and throw an exception there.\r\n\r\nIf `len1` is negative and if `len2` is zero then your return value will be whatever `len1` was, which is an incorrect result when it is not `-1`.\r\n', 'Note that the `&&` condition is only evaluated on the right if the left is true thus you effectively have:\r\n```java\r\nfor (int i = start; i <= limit; i++) {\r\n    if (cs.charAt(i) == char0) {\r\n        // ... more checks\r\n    }\r\n}\r\n```\r\n\r\nMy suggestion was for code clarity:\r\n```\r\nfor i in [start, end]\r\n     if match at position i\r\n          return i\r\n\r\nreturn -1\r\n```\r\nIt is simpler. If you think your way is faster then that remains to be proven.\r\n', '> If `len1` is negative and if `len2` is zero then your return value will be whatever `len1` was, which is an incorrect result when it is not `-1`.\r\n\r\n@aherbert \r\nyou are correct. \r\nthis is a bug.\r\nwill fix it.\r\nthanks.\r\n', ""> If you think your way is faster then that remains to be proven.\r\n\r\nOK, I will write&run a jmh now.\r\nIf it shows you be correct, then I'm glad to change the codes."", '@aherbert\r\nyep, you are correct.\r\nglad to fix it.']","['', '', '', '', '', '', '']",299
559,Stamped lock visitor,Yes,"12 days, 22:22:09",3,0,[],[],1175
558,refine test output for FastDateParserTest,Yes,"6 days, 17:08:17",4,0,[],[],45
557,fix checkstyles.,No,,1,0,[],[],59
556,[LANG-1567] Fix Javadocs for EqualsBuilder#setTestRecursive(),Yes,"7 days, 3:23:21",1,0,[],['Looks good to me. :+1: \r\n\r\nThanks @SwingGuy1024!'],8
555,Add binary compatibility check to Maven default goal,Yes,10:33:38,2,0,[],[''],6
554,fix checkstyle.,Yes,0:25:38,2,0,[],['Appears to have fixed Travis CI. Thanks @XenoAmess !'],2
553,[LANG-1570] JavaVersion enum constants for Java 14 and 15.,Yes,2:47:18,1,0,[],[],24
552,(doc): Use ArrayUtils::isArrayIndexValid method in ArrayUtils::get.,Yes,1:58:51,1,0,[],[],8
551,[LANG-1550] Optimize ArrayUtils::isArrayIndexValid method.,Yes,"11 days, 18:41:46",1,7,"['Paragraph tags are not needed for the first paragraph of a Javadoc comment. When you do use HTML tags (elsewhere), you should close them.', 'Unfortunately, Javadoc created with a closed pre tag after an EOL appear with an extra blank line. so pre tags should be closed at the end of the last line.\r\n', '@garydgregory \r\nI think this is not a big problem, as most of the `</pre>` usage in this repo (especially in StringUtils) do it this way, means not closed at the end of the last line, but close at a new line.\r\nShould we arrange a fix for all of that usages?\r\n', '@garydgregory \r\nan example:\r\n```\r\n    /**\r\n     * <p>Remove the last character from a String.</p>\r\n     *\r\n     * <p>If the String ends in {@code \\r\\n}, then remove both\r\n     * of them.</p>\r\n     *\r\n     * <pre>\r\n     * StringUtils.chop(null)          = null\r\n     * StringUtils.chop("""")            = """"\r\n     * StringUtils.chop(""abc \\r"")      = ""abc ""\r\n     * StringUtils.chop(""abc\\n"")       = ""abc""\r\n     * StringUtils.chop(""abc\\r\\n"")     = ""abc""\r\n     * StringUtils.chop(""abc"")         = ""ab""\r\n     * StringUtils.chop(""abc\\nabc"")    = ""abc\\nab""\r\n     * StringUtils.chop(""a"")           = """"\r\n     * StringUtils.chop(""\\r"")          = """"\r\n     * StringUtils.chop(""\\n"")          = """"\r\n     * StringUtils.chop(""\\r\\n"")        = """"\r\n     * </pre>\r\n     *\r\n     * @param str  the String to chop last character from, may be null\r\n     * @return String without last character, {@code null} if null String input\r\n     */\r\n    public static String chop(final String str) {\r\n```', ""Sorry, I don't really get what is the problem with `</pre>`."", '@nstdio \r\nIn short gary think your docs should be \r\n```\r\n     * ArrayUtils.isArrayIndexValid(null, 0)       = false\r\n     * ArrayUtils.isArrayIndexValid([], 0)         = false\r\n     * ArrayUtils.isArrayIndexValid([""a""], 0)      = true</pre>\r\n```\r\n\r\ninstead of \r\n\r\n```\r\n     * ArrayUtils.isArrayIndexValid(null, 0)       = false\r\n     * ArrayUtils.isArrayIndexValid([], 0)         = false\r\n     * ArrayUtils.isArrayIndexValid([""a""], 0)      = true\r\n     * </pre>\r\n```\r\n\r\nBut I think the current docs be OK.\r\nSo suggest just wait.', 'Not worth changing today...']","['', '', '', '', '', '']",13
550,[LANG-1565] Change removeLastFieldSeparator to use endsWith,Yes,"13 days, 5:18:47",4,0,[],[],15
549,[LANG-1564] Use Collections.singletonList insteadof Arrays.asList when there be only one element.,Yes,"12 days, 6:55:03",1,0,[],[],10
548,[LANG-1563] use StandardCharsets.UTF_8,Yes,"12 days, 6:50:49",1,0,[],[],11
547,[LANG-1562] Use Math.max and min,Yes,"12 days, 6:56:05",1,0,[],[],28
546,[LANG-1561] use List.sort instead of Collection.sort,Yes,"12 days, 6:53:06",1,0,[],[],10
545,[LANG-1560] Refine Javadoc,Yes,"12 days, 7:16:17",1,0,[],[],9
544,[LANG-1559] Convert Sting to StringBuilder in some test code.,Yes,"12 days, 7:34:04",1,0,[],[],24
543,[LANG-1558] Simplify if as some conditions are covered by others,Yes,"12 days, 7:35:23",1,0,[],[],4
542,"[LANG-1557] Change a Pattern to a static final field, for not letting it compile each time the function invoked.",Yes,"13 days, 6:07:51",1,2,"['All constants live at the top of the file.', '@garydgregory \r\ndone.']","['', '']",8
541,[LANG-1556] Use Java 8 lambdas and Map operations.,Yes,"12 days, 14:56:14",4,0,[],[],32
540,"[LANG-1555] Ignored exception `ignored`, should not be called so",Yes,"12 days, 7:44:18",1,0,[],[],4
539,[LANG-1554] Fix typos,Yes,"12 days, 7:43:05",1,0,[],[],44
538,asList,No,,0,0,[],[],1672
537,[LANG-1553] Change array style from `int a[]` to `int[] a`,Yes,"12 days, 7:51:14",1,0,[],[],104
536,[LANG-1552] Change from addAll to constructors for some List,Yes,"12 days, 7:56:11",1,0,[],[],3
535,[LANG-1549] implement TODO in CharSequenceUtils.lastIndexOf : remake it.,No,,3,0,[],['LGTM'],187
534,[LANG-1548] split regionMatches for better performance,No,,8,2,"['while (tmpLen -- > 0) {', ""@dota17\r\nthe `while (tmpLen-- > 0) {` is same as it in original codes.\r\nI just want to make as less changes as possible.\r\nIf you think we should reformat the codes I feel like agreed, but lets' do that after this pr, or at least, when merging this pr.""]","['', '']",572
533,[LANG-1547] fix code smells; fix typos,No,,8,0,[],[],322
532,reformat Locks and LocksTest for passing Checkstyle,No,,8,0,[],[],189
531,refine travis-ci scripts,Yes,"44 days, 8:55:24",1,0,[],[''],6
530,LANG-1542: ToStringBuilder.reflectionToString - Wrong JSON format for List of enums,No,,4,7,"['Hello, this will restrict only enums to be appended from a collection, a list of other types (e.g. Collection of Integers or Strings) will be ignored. This filter should be removed to allow all types of collections (or we should allow buffer.append(col1) at last line of method to run for other types, either way)', 'We should avoid using streams here IMO, it will likely make performance worse in what can already be slow when reflection is involved. ', '@garydgregory @swarajsaaj I added some code following your comments. Please take a look. Thank you!', 'This should fix the case I mentioned earlier. I guess, test cases can also be updated for non-enum collections, else seems good.', '@swarajsaaj, I added test case for it', ""Hi.\r\nI don't think the changes in ToStringStyleTest.java is necessary..."", '@XenoAmess fixed, thank you!']","['', '', '', '', '', '', 'Working as expected for me. Tried the code locally, played with it a bit using a `main` method and using `ToStringStyle.JSON` with enums, and it gave the correct values (used a JSON linter to double check).\r\n\r\n+1 and thanks for the PR @TranNgocKhoa !', '', '']",148
529,[LANG-1545] CharSequenceUtils.regionMatches is wrong dealing with Georgian.,Yes,"26 days, 0:38:20",9,3,"['Hi @XenoAmess\r\nPlease use hexadecimal for the values with a comment that shows the Unicode name for each character. Otherwise, there is not way to tell what this is doing without knowing the Unicode values from memory.\r\n', '@garydgregory done.']","['', '']",34
528,Combine two if conditions in ClassUtils.isAssignable().,No,,2,0,[],[],13
